Name,Price,Last update,Type,Client
"42"" X 42"" SLATTE COFFEE TABLE","$414,00",29/01/2026,Coffee Tables,SAN ANGELO
2 X 4 FANCY IRON BASE COFFEE TABLE,"$414,00",29/01/2026,Coffee Tables,SAN ANGELO
2 X 3 FANCY IRON BASE COFFEE TABLE,"$394,00",29/01/2026,Coffee Tables,SAN ANGELO
COFFEE BULLET TABLE,"$210,00",29/01/2026,Coffee Tables,SAN ANGELO
"""X"" COFFEE 48X30X18","$251,00",29/01/2026,Coffee Tables,SAN ANGELO
WESTER STAR END TABLE,"$161,00",29/01/2026,End Table,SAN ANGELO
NAIL END TABLE,"$119,00",29/01/2026,End Table,SAN ANGELO
SHADOW END TABLE,"$255,00",29/01/2026,End Table,SAN ANGELO
"26"" X 26"" FANCY TIN END TABLE W/SLATTE","$161,00",29/01/2026,End Table,SAN ANGELO
"22"" X 22"" FANCY TIN END TABLE W/SLATTE","$158,00",29/01/2026,End Table,SAN ANGELO
TURN LEG END TABLE W/LACQUER,"$152,00",29/01/2026,End Table,SAN ANGELO
OX YOKE SLATTE END TABLE,"$217,00",29/01/2026,End Table,SAN ANGELO
WALL TASCATE END TABLE INTAKE TURQ.,"$184,00",29/01/2026,End Table,SAN ANGELO
WALL TASCATE END TABLE INTAKE TURQ. IRONBASE,"$237,00",29/01/2026,End Table,SAN ANGELO
OX YOKE END TABLE 24X24,"$328,00",29/01/2026,End Table,SAN ANGELO
TARAHUMARA OX YOKE END TABLE,"$143,00",29/01/2026,End Table,SAN ANGELO
END BULLET TABLE,"$113,00",29/01/2026,End Table,SAN ANGELO
"""X"" END TABLE 22X22X24","$130,00",29/01/2026,End Table,SAN ANGELO
IRON BASE 22X22 FANCY TIN END TABLE W/SLATTE,"$259,00",29/01/2026,End Table,SAN ANGELO
WALL TASCATE SOFA TABLE INTAKE TURQ.,"$367,00",29/01/2026,Sofa Table,SAN ANGELO
WESTER STAR SOFA TABLE,"$336,00",29/01/2026,Sofa Table,SAN ANGELO
NAIL SOFA TABLE,"$258,00",29/01/2026,Sofa Table,SAN ANGELO
SHADOW SOFA TABLE,"$374,00",29/01/2026,Sofa Table,SAN ANGELO
HALF MOON SOFA TABLE,"$132,00",29/01/2026,Sofa Table,SAN ANGELO
TURN LEGS SOFA TABLE,"$295,00",29/01/2026,Sofa Table,SAN ANGELO
5 FT. OX YOKE SOFA TABLE W/SLATTE,"$413,00",29/01/2026,Sofa Table,SAN ANGELO
4 FT. OX YOKE SOFA TABLE W/SLATTE,,29/01/2026,Sofa Table,SAN ANGELO
WALL TASCATE SOFA TABLE INTAKE TURQ. IRONBASE,"$475,00",29/01/2026,Sofa Table,SAN ANGELO
2-TILE IRON BASE SOFA TABLE,"$212,00",29/01/2026,Sofa Table,SAN ANGELO
3-TILE IRON BASE SOFA TABLE,"$255,00",29/01/2026,Sofa Table,SAN ANGELO
4-TILE IRON BASE SOFA TABLE,"$299,00",29/01/2026,Sofa Table,SAN ANGELO
5 TILE IRON BASE SOFA TABLE,"$340,00",29/01/2026,Sofa Table,SAN ANGELO
2-SLATTE IRON BASE SOFA TABLE,"$226,00",29/01/2026,Sofa Table,SAN ANGELO
3-SLATTE IRON BASE SOFA TABLE,"$306,00",29/01/2026,Sofa Table,SAN ANGELO
4-SLATTE IRON BASE SOFA TABLE,"$352,00",29/01/2026,Sofa Table,SAN ANGELO
2-SLATTE WESTER SOFA TABLE,"$268,00",29/01/2026,Sofa Table,SAN ANGELO
3-SLATTE WESTER SOFA TABLE,"$306,00",29/01/2026,Sofa Table,SAN ANGELO
4-SLATTE WESTER SOFA TABLE,"$352,00",29/01/2026,Sofa Table,SAN ANGELO
2 TILE FANCY TIN SOFA TABLE,"$216,00",29/01/2026,Sofa Table,SAN ANGELO
3 TILE FANCY TIN SOFA TABLE,"$262,00",29/01/2026,Sofa Table,SAN ANGELO
4 FANCY TIN SOFA TABLE,"$305,00",29/01/2026,Sofa Table,SAN ANGELO
2 SLATTE FANCY TIN TABLE,"$229,00",29/01/2026,Sofa Table,SAN ANGELO
3 SLATTE FANCY TIN SOFA TABLE,"$316,00",29/01/2026,Sofa Table,SAN ANGELO
4 SLATTE FANCY TIN SOFA TABLE,"$360,00",29/01/2026,Sofa Table,SAN ANGELO
2 SOLID TOP IRONBASE SOFA TABLE W/SHELF,"$226,00",29/01/2026,Sofa Table,SAN ANGELO
3 SOLID TOP IRONBASE SOFA TABLE W/SHELF,"$306,00",29/01/2026,Sofa Table,SAN ANGELO
4 SOLID TOP IRONBASE SOFA TABLE W/SHELF,"$352,00",29/01/2026,Sofa Table,SAN ANGELO
2 TILE IRONBASE SOFA TABLE W/SHELF,"$233,00",29/01/2026,Sofa Table,SAN ANGELO
3 TILE IRONBASE SOFA TABLE W/SHELF,"$319,00",29/01/2026,Sofa Table,SAN ANGELO
4 TILE IRONBASE SOFA TABLE W/SHELF,"$367,00",29/01/2026,Sofa Table,SAN ANGELO
5 TILE IRONBASE SOFA TABLE W/SHELF,"$414,00",29/01/2026,Sofa Table,SAN ANGELO
2 SLATTE IRONBASE SOFA TABLE W/SHELF,"$236,00",29/01/2026,Sofa Table,SAN ANGELO
3 SLATTE IRONBASE SOFA TABLE W/SHELF,"$324,00",29/01/2026,Sofa Table,SAN ANGELO
4 SLATTE IRONBASE SOFA TABLE W/SHELF,"$374,00",29/01/2026,Sofa Table,SAN ANGELO
5 SLATTE IRONBASE SOFA TABLE W/SHELF,"$424,00",29/01/2026,Sofa Table,SAN ANGELO
6 SLATTE IRONBASE SOFA TABLE W/SHELF,"$472,00",29/01/2026,Sofa Table,SAN ANGELO
TARAHUMARA OX YOKE SOFA TABLE,"$226,00",29/01/2026,Sofa Table,SAN ANGELO
"""X"" SOFA TABLE 60X16X30","$297,00",29/01/2026,Sofa Table,SAN ANGELO
"18"" CURIO BOOKCASE","$133,00",29/01/2026,Bookcases,SAN ANGELO
"24"" CURIO BOOKCASE","$155,00",29/01/2026,Bookcases,SAN ANGELO
"30"" CURIO BOOKCASE","$173,00",29/01/2026,Bookcases,SAN ANGELO
"36"" CURIO BOOKCASE","$196,00",29/01/2026,Bookcases,SAN ANGELO
"48"" CURIO BOOKCASE","$234,00",29/01/2026,Bookcases,SAN ANGELO
"36'X 36""CURIO BOOKCASE","$104,00",29/01/2026,Bookcases,SAN ANGELO
"18"" DENTAL BOOKCASE","$152,00",29/01/2026,Bookcases,SAN ANGELO
"24"" DENTAL BOOKCASE","$165,00",29/01/2026,Bookcases,SAN ANGELO
"30"" DENTAL BOOKCASE","$196,00",29/01/2026,Bookcases,SAN ANGELO
"36"" DENTAL BOOKCASE","$207,00",29/01/2026,Bookcases,SAN ANGELO
"48"" DENTAL BOOKCASE","$249,00",29/01/2026,Bookcases,SAN ANGELO
CHIHUAHUA BOOKCASE,"$333,00",29/01/2026,Bookcases,SAN ANGELO
BOOKCASE SIMPLE 60X15X36,"$184,00",29/01/2026,Bookcases,SAN ANGELO
"18"" DOME BOOKCASE","$167,00",29/01/2026,Bookcases,SAN ANGELO
"24"" DOME BOOKCASE","$198,00",29/01/2026,Bookcases,SAN ANGELO
"30"" DOME BOOKCASE","$228,00",29/01/2026,Bookcases,SAN ANGELO
"36"" DOME BOOKCASE","$244,00",29/01/2026,Bookcases,SAN ANGELO
"48"" DOME BOOKCASE","$289,00",29/01/2026,Bookcases,SAN ANGELO
"18"" ARCH BOOKCASE","$198,00",29/01/2026,Bookcases,SAN ANGELO
"24"" ARCH BOOKCASE","$228,00",29/01/2026,Bookcases,SAN ANGELO
"30"" ARCH BOOKCASE","$243,00",29/01/2026,Bookcases,SAN ANGELO
"36"" ARCH BOOKCASE","$267,00",29/01/2026,Bookcases,SAN ANGELO
"48"" ARCH BOOKCASE","$289,00",29/01/2026,Bookcases,SAN ANGELO
"18"" SIERRA BOOKCASE","$138,00",29/01/2026,Bookcases,SAN ANGELO
"24"" SIERRA BOOKCASE","$159,00",29/01/2026,Bookcases,SAN ANGELO
"30"" SIERRA BOOKCASE","$184,00",29/01/2026,Bookcases,SAN ANGELO
"36"" SIERRA BOOKCASE","$213,00",29/01/2026,Bookcases,SAN ANGELO
"48"" SIERRA BOOKCASE","$243,00",29/01/2026,Bookcases,SAN ANGELO
"TARAHUMARA BOOKCASE 30""","$168,00",29/01/2026,Bookcases,SAN ANGELO
"TARAHUMARA BOOKCASE 36""","$187,00",29/01/2026,Bookcases,SAN ANGELO
"TARAHUMARA BOOKCASE 48""","$244,00",29/01/2026,Bookcases,SAN ANGELO
"36"" TWIG BOOKCASE","$148,00",29/01/2026,Bookcases,SAN ANGELO
"18"" TWIG BOOKCASE","$133,00",29/01/2026,Bookcases,SAN ANGELO
SHORT BOOK ZUNI,"$127,00",29/01/2026,Bookcases,SAN ANGELO
BOOKCASE SIMPLE 60X15X48,"$184,00",29/01/2026,Bookcases,SAN ANGELO
"24"" OX YOKE BOOKCASE","$228,00",29/01/2026,Bookcases,SAN ANGELO
"36"" OX YOKE BOOKCASE","$259,00",29/01/2026,Bookcases,SAN ANGELO
"48"" OX YOKE BOOKCASE","$289,00",29/01/2026,Bookcases,SAN ANGELO
"24"" TWIG BOOKCASE","$140,00",29/01/2026,Bookcases,SAN ANGELO
"48"" TWIG BOOKCASE","$166,00",29/01/2026,Bookcases,SAN ANGELO
60X18X84 CURIO BOOKCASE,"$368,00",29/01/2026,Bookcases,SAN ANGELO
"CROSS ARMOIRE 22"" DEEP","$449,00",29/01/2026,Armories,SAN ANGELO
"FANCY TIN ARMOIRE 22"" DEEP","$449,00",29/01/2026,Armories,SAN ANGELO
5-DWR WARDROBE ARMOIRE,"$496,00",29/01/2026,Armories,SAN ANGELO
5-DWR RIGHT WARDROBE ARMOIRE 2-DOOR,"$472,00",29/01/2026,Armories,SAN ANGELO
CACHINA ARMOIRE,"$582,00",29/01/2026,Armories,SAN ANGELO
"42"" IRON BASE ARMOIRE","$531,00",29/01/2026,Armories,SAN ANGELO
"48"" IRON BASE ARMOIRE","$567,00",29/01/2026,Armories,SAN ANGELO
RAISE PANEL ARMOIRE 44X22X72,"$575,00",29/01/2026,Armories,SAN ANGELO
4-DWR UNDER WARDROBE ARMOIRE 2-DOOR,"$578,00",29/01/2026,Armories,SAN ANGELO
CACHINA QUEEN BED,,29/01/2026,headboard & beds,SAN ANGELO
CACHINA QUEEN HEADBOARD,"$374,00",29/01/2026,headboard & beds,SAN ANGELO
COW BOY HEADBOARD,"$395,00",29/01/2026,headboard & beds,SAN ANGELO
BAKARU HEADBOARD TWIN,"$320,00",29/01/2026,headboard & beds,SAN ANGELO
BAKARU HEADBOARD QUEEN,"$374,00",29/01/2026,headboard & beds,SAN ANGELO
BAKARU HEADBOARD KING,"$428,00",29/01/2026,headboard & beds,SAN ANGELO
QUEEN HEADBOARD W/PANELS,"$268,00",29/01/2026,headboard & beds,SAN ANGELO
COWHIDE KING BED,"$1.495,00",29/01/2026,headboard & beds,SAN ANGELO
COWHIDE QUEEN BED,"$1.392,00",29/01/2026,headboard & beds,SAN ANGELO
COWHIDE CUT OUT KING BED,"$1.495,00",29/01/2026,headboard & beds,SAN ANGELO
COWHIDE CUT OUT QUEEN BED,"$1.392,00",29/01/2026,headboard & beds,SAN ANGELO
PUEBLO HEADBOARD QUEEN,"$299,00",29/01/2026,headboard & beds,SAN ANGELO
PUEBLO HEADBOARD KING,"$328,00",29/01/2026,headboard & beds,SAN ANGELO
CONCHOS KS BED,"$1.169,00",29/01/2026,headboard & beds,SAN ANGELO
CONCHOS CHEST,"$893,00",29/01/2026,headboard & beds,SAN ANGELO
PUEBLO HEADBOARD FULL,"$259,00",29/01/2026,headboard & beds,SAN ANGELO
HB/FB PUEBLO COMPLETE BED QS,"$587,00",29/01/2026,headboard & beds,SAN ANGELO
HB/FB PUEBLO COMPLETE BED KS,"$662,00",29/01/2026,headboard & beds,SAN ANGELO
HONDO KS COMPLETE BED,"$1.100,00",29/01/2026,headboard & beds,SAN ANGELO
HONDO QS COMPLETE BED,"$1.035,00",29/01/2026,headboard & beds,SAN ANGELO
6-DWR DRESSER,"$460,00",29/01/2026,"dresser's, chest & mirror",SAN ANGELO
7-DWR DRESSER,"$483,00",29/01/2026,"dresser's, chest & mirror",SAN ANGELO
COWHIDE DRESSER W/MIRROR,"$1.016,00",29/01/2026,"dresser's, chest & mirror",SAN ANGELO
COWHIDE DRESSER NO MIRROR,"$925,00",29/01/2026,"dresser's, chest & mirror",SAN ANGELO
COWHIDE CHEST,"$855,00",29/01/2026,"dresser's, chest & mirror",SAN ANGELO
CONCHOS DRESSER,"$961,00",29/01/2026,"dresser's, chest & mirror",SAN ANGELO
COWHIDE MIRROR,"$173,00",29/01/2026,"dresser's, chest & mirror",SAN ANGELO
5-DWR CHEST 2-SM 3-LG,"$358,00",29/01/2026,"dresser's, chest & mirror",SAN ANGELO
4-DWR CHEST,"$260,00",29/01/2026,"dresser's, chest & mirror",SAN ANGELO
3- DWR CHEST,,29/01/2026,"dresser's, chest & mirror",SAN ANGELO
HONDO CHEST,"$615,00",29/01/2026,"dresser's, chest & mirror",SAN ANGELO
HONDO DRESSER,"$642,00",29/01/2026,"dresser's, chest & mirror",SAN ANGELO
HONDO MIRROR,"$138,00",29/01/2026,"dresser's, chest & mirror",SAN ANGELO
OLD DOOR BENCH LARGE,"$334,00",29/01/2026,Bench,SAN ANGELO
BENCH TASCATE INLAY 72X20X18,"$318,00",29/01/2026,Bench,SAN ANGELO
"36"" ROSETTE BENCH","$161,00",29/01/2026,Bench,SAN ANGELO
"48"" ROSETTE BENCH","$167,00",29/01/2026,Bench,SAN ANGELO
"60"" ROSETTE BENCH","$180,00",29/01/2026,Bench,SAN ANGELO
"48"" CORONA BENCH","$320,00",29/01/2026,Bench,SAN ANGELO
"60"" CORONA BENCH","$340,00",29/01/2026,Bench,SAN ANGELO
"72"" CORONA BENCH","$364,00",29/01/2026,Bench,SAN ANGELO
COW HIDE BENCH,"$397,00",29/01/2026,Bench,SAN ANGELO
"48"" TARAHUMARA BENCH","$167,00",29/01/2026,Bench,SAN ANGELO
"54""OX YOKE BENCH W/LEATHER","$329,00",29/01/2026,Bench,SAN ANGELO
3 DRW. BENCH,"$234,00",29/01/2026,Bench,SAN ANGELO
"60"" CROOS BENCH","$328,00",29/01/2026,Bench,SAN ANGELO
8 FT. TASCATE BENCH TURQ. INLAY,"$385,00",29/01/2026,Bench,SAN ANGELO
BENCH TASCATE INLAY 48X20X18,"$251,00",29/01/2026,Bench,SAN ANGELO
BENCH TASCATE INLAY 60X20X18,"$268,00",29/01/2026,Bench,SAN ANGELO
BUTT BENCH 1-SEAT,"$50,00",29/01/2026,Bench,SAN ANGELO
BUTT BENCH 2-SEAT,"$67,00",29/01/2026,Bench,SAN ANGELO
BUTT BENCH 3-SEAT,"$84,00",29/01/2026,Bench,SAN ANGELO
BUTT BENCH 4-SEAT,"$102,00",29/01/2026,Bench,SAN ANGELO
"72"" OX YOKE BENCH W/LEATHER","$363,00",29/01/2026,Bench,SAN ANGELO
"SPINDEL DESK 36""","$176,00",29/01/2026,Desk,SAN ANGELO
"SPINDEL DESK 48""","$198,00",29/01/2026,Desk,SAN ANGELO
"2-DWR SPINDEL DESK 48""","$297,00",29/01/2026,Desk,SAN ANGELO
"IRON BASE DESK 18"" DEEP","$255,00",29/01/2026,Desk,SAN ANGELO
"IRON BASE DESK 24"" DEEP","$275,00",29/01/2026,Desk,SAN ANGELO
IRON BASE DESK,"$302,00",29/01/2026,Desk,SAN ANGELO
COWHIDE EXECUTIVE DESK,"$961,00",29/01/2026,Desk,SAN ANGELO
JR. COWHIDE DESK,"$534,00",29/01/2026,Desk,SAN ANGELO
COWHIDE FILE CABINET 3 DRWS,"$410,00",29/01/2026,Desk,SAN ANGELO
WESTER EXECUTIVE DESK,"$793,00",29/01/2026,Desk,SAN ANGELO
SECRETARY DESK,"$393,00",29/01/2026,Desk,SAN ANGELO
JR. WESTERN DESK,"$460,00",29/01/2026,Desk,SAN ANGELO
"54"" RUSTIC SIERRA DESK","$243,00",29/01/2026,Desk,SAN ANGELO
"60"" RUSTIC SIERRA DESK","$274,00",29/01/2026,Desk,SAN ANGELO
3-DWR IRON BASE DESK,"$343,00",29/01/2026,Desk,SAN ANGELO
5-DWR IRON BASE DESK,"$395,00",29/01/2026,Desk,SAN ANGELO
SOUTHWEST CHAIR,"$122,00",29/01/2026,Chairs,SAN ANGELO
SOUTHWEST CHAIR W/LEATHER,"$165,00",29/01/2026,Chairs,SAN ANGELO
TURN LEGS WESTERN CHAIR,"$103,00",29/01/2026,Chairs,SAN ANGELO
RICARDO CHAIR,"$79,00",29/01/2026,Chairs,SAN ANGELO
RICARDO ARM CHAIR,"$90,00",29/01/2026,Chairs,SAN ANGELO
RICARDO CHAIR W/LACQUER,"$90,00",29/01/2026,Chairs,SAN ANGELO
MEXICAN CHAIR,"$103,00",29/01/2026,Chairs,SAN ANGELO
CORONA CHAIR,"$79,00",29/01/2026,Chairs,SAN ANGELO
PLAIN CHAIR,"$69,00",29/01/2026,Chairs,SAN ANGELO
CHAIR FOR DESK,"$103,00",29/01/2026,Chairs,SAN ANGELO
COWHIDE CHAIR FOR DESK,"$133,00",29/01/2026,Chairs,SAN ANGELO
OX YOKE CHAIR,"$124,00",29/01/2026,Chairs,SAN ANGELO
OX YOKE CHAIR W/LEATHER,"$152,00",29/01/2026,Chairs,SAN ANGELO
CURVE MEZCALERO CHAIR,"$88,00",29/01/2026,Chairs,SAN ANGELO
MEZCALERO CHAIR W/LEATHER,"$138,00",29/01/2026,Chairs,SAN ANGELO
MEZCALERO CHAIR W/COOPER WOOD SEAT,"$115,00",29/01/2026,Chairs,SAN ANGELO
MEZCALERO CHAIR W/COOPER & LEATHER,"$160,00",29/01/2026,Chairs,SAN ANGELO
OFFICE CHAIR,"$544,00",29/01/2026,Chairs,SAN ANGELO
WINGBACK CHAIR,"$544,00",29/01/2026,Chairs,SAN ANGELO
RUSTIC CHAIR,"$88,00",29/01/2026,Chairs,SAN ANGELO
RUSTIC CHAIR W/LEATHER,"$138,00",29/01/2026,Chairs,SAN ANGELO
TASCATE CHAIR W/LEATHER TURQ. INLAY,"$226,00",29/01/2026,Chairs,SAN ANGELO
JUAREZ YOKE TOOLED CHAIR W/LACQUER,"$310,00",29/01/2026,Chairs,SAN ANGELO
TASCATE CHAIR W/WRAPPED LEATHER,"$165,00",29/01/2026,Chairs,SAN ANGELO
MEZCALERO CHAIR W/WRAPPED LEATHER,"$165,00",29/01/2026,Chairs,SAN ANGELO
ROSETTA CURVE BACK CHAIR W/LEATHER,"$165,00",29/01/2026,Chairs,SAN ANGELO
MEZCALERO CURVE CACHINA STRIP CHAIR W/LEATHER,"$141,00",29/01/2026,Chairs,SAN ANGELO
SINGLE ROCKING CHAIR,"$184,00",29/01/2026,Chairs,SAN ANGELO
DOUBLE ROCKING CHAIR,"$259,00",29/01/2026,Chairs,SAN ANGELO
STAR BARSTOOL,"$79,00",29/01/2026,Barstools,SAN ANGELO
TAOS BARSTOOL,"$81,00",29/01/2026,Barstools,SAN ANGELO
MEXICAN BARSTOOL,"$103,00",29/01/2026,Barstools,SAN ANGELO
"MEXICAN BARSTOOL 30""","$103,00",29/01/2026,Barstools,SAN ANGELO
CORONA BARSTOOL 26'',"$79,00",29/01/2026,Barstools,SAN ANGELO
"CORONA BARSTOOL 30""","$79,00",29/01/2026,Barstools,SAN ANGELO
"TECATE BARSTOOL 30""","$79,00",29/01/2026,Barstools,SAN ANGELO
"XX LAGER BARSTOOL 30""","$88,00",29/01/2026,Barstools,SAN ANGELO
"BUDWEISER BARSTOOL 30""","$88,00",29/01/2026,Barstools,SAN ANGELO
"HARLEY BARSTOOLS 26""","$141,00",29/01/2026,Barstools,SAN ANGELO
"HARLEY BARSTOOLS 30""","$141,00",29/01/2026,Barstools,SAN ANGELO
"PLAIN BARSTOOL 24""","$73,00",29/01/2026,Barstools,SAN ANGELO
"PLAIN BARSTOOL 30""","$73,00",29/01/2026,Barstools,SAN ANGELO
"PLAIN BARSTOOL 26""","$73,00",29/01/2026,Barstools,SAN ANGELO
COWHIDE SWIVEL BARSTOOL,"$276,00",29/01/2026,Barstools,SAN ANGELO
"24"" STOOLS W/LEATHER","$110,00",29/01/2026,Barstools,SAN ANGELO
"30"" STOOLS W/LEATHER","$110,00",29/01/2026,Barstools,SAN ANGELO
"MEZCALERO BARSTOOL 24"" W/COOPER","$155,00",29/01/2026,Barstools,SAN ANGELO
"26"" PLAIN BARSTOOL W/LACQUER","$88,00",29/01/2026,Barstools,SAN ANGELO
TASCATE BARSTOOL W/WRAPPED LEATHER,"$165,00",29/01/2026,Barstools,SAN ANGELO
TWIST BARSTOOL IRON BLACK,"$99,00",29/01/2026,Barstools,SAN ANGELO
IRON BASE BARSTOOL TOOLED LEATHER SEAT,"$184,00",29/01/2026,Barstools,SAN ANGELO
"30"" MEZCALERO BARSTOOL W/LEATHER","$196,00",29/01/2026,Barstools,SAN ANGELO
5 FT. CACHINA BORDER DINING TABLE,"$479,00",29/01/2026,Tables and islands,SAN ANGELO
"SOUTHWEST SLATTE DINING TABLE 72""","$643,00",29/01/2026,Tables and islands,SAN ANGELO
"SOUTHWEST SLATTE DINING TABLE 84""","$695,00",29/01/2026,Tables and islands,SAN ANGELO
"TERRACOTA DINING TABLE 72""","$482,00",29/01/2026,Tables and islands,SAN ANGELO
OX YOKE SLATTE DINING TABLE 6 FT.,"$643,00",29/01/2026,Tables and islands,SAN ANGELO
OX YOKE DINING TABLE 6 FT,"$681,00",29/01/2026,Tables and islands,SAN ANGELO
OX YOKE DINING TABLE 7FT.,"$711,00",29/01/2026,Tables and islands,SAN ANGELO
"DINING TABLE 60""","$458,00",29/01/2026,Tables and islands,SAN ANGELO
"DINING TABLE 72""","$495,00",29/01/2026,Tables and islands,SAN ANGELO
"DINING TABLE 84""","$529,00",29/01/2026,Tables and islands,SAN ANGELO
60X60 DINING TABLE,"$482,00",29/01/2026,Tables and islands,SAN ANGELO
CORONA DINING TABLE,"$257,00",29/01/2026,Tables and islands,SAN ANGELO
MEXICAN DINING TABLE,"$408,00",29/01/2026,Tables and islands,SAN ANGELO
REAL SLATE DINING TABLE 72X36,"$540,00",29/01/2026,Tables and islands,SAN ANGELO
REAL SLATTE DINING TABLE 5',"$540,00",29/01/2026,Tables and islands,SAN ANGELO
REAL SLATE DINING TABLE 6',"$588,00",29/01/2026,Tables and islands,SAN ANGELO
REAL SLATE DINING TABLE 7'',"$636,00",29/01/2026,Tables and islands,SAN ANGELO
REAL SLATTE DINING TABLE 8',"$686,00",29/01/2026,Tables and islands,SAN ANGELO
REAL SLATTE DINING TABLE 9',"$738,00",29/01/2026,Tables and islands,SAN ANGELO
5 X 5 SLATTE DINING TABLE,"$589,00",29/01/2026,Tables and islands,SAN ANGELO
TERRACOTA KITCHEN ISLAND (4-tile),"$417,00",29/01/2026,Tables and islands,SAN ANGELO
TERRACOTA KITCHEN ISLAND (6-tile),"$535,00",29/01/2026,Tables and islands,SAN ANGELO
42X42 DINING TABLE,"$386,00",29/01/2026,Tables and islands,SAN ANGELO
6 FT. TASCATE DINING TALE TURQ. INLAY,"$769,00",29/01/2026,Tables and islands,SAN ANGELO
7 FT. TASCATE DINING TABLE TURQ. INLAY,"$802,00",29/01/2026,Tables and islands,SAN ANGELO
8 FT. TASCATE DINING TABLE TURQ. INLAY,"$835,00",29/01/2026,Tables and islands,SAN ANGELO
OX YOKE SLATTE DINING TABLE 7 FT.,"$695,00",29/01/2026,Tables and islands,SAN ANGELO
7 FT. RUSTIC TABLE,"$612,00",29/01/2026,Tables and islands,SAN ANGELO
8 FT. RUSTIC TABLE,"$544,00",29/01/2026,Tables and islands,SAN ANGELO
9 FT. RUSTIC TABLE,"$575,00",29/01/2026,Tables and islands,SAN ANGELO
10 FT. RUSTIC TABLE,"$609,00",29/01/2026,Tables and islands,SAN ANGELO
"48"" RUSTIC ROUND TABLE","$820,00",29/01/2026,Tables and islands,SAN ANGELO
"60"" RUSTIC ROUND TABLE","$848,00",29/01/2026,Tables and islands,SAN ANGELO
5 FT. ROUND OX YOKE DINING W/PEDESTAL,"$695,00",29/01/2026,Tables and islands,SAN ANGELO
"42"" ROUND DINING PEDESTAL TURN LEG","$351,00",29/01/2026,Tables and islands,SAN ANGELO
40X40 SQUARE TURN LEG SMALL DINING TABLE,"$419,00",29/01/2026,Tables and islands,SAN ANGELO
OX YOKE SLATTE DINING TABLE 8 FT,"$747,00",29/01/2026,Tables and islands,SAN ANGELO
PLAIN BISTRO TABLE,"$257,00",29/01/2026,Bistros,SAN ANGELO
CORONA BISTRO TABLE,"$256,00",29/01/2026,Bistros,SAN ANGELO
STAR BISTRO TABLE,"$268,00",29/01/2026,Bistros,SAN ANGELO
HARLEY BISTRO TABLE,"$288,00",29/01/2026,Bistros,SAN ANGELO
MEXICAN BISTRO TABLE,"$408,00",29/01/2026,Bistros,SAN ANGELO
"42"" TALL PLAIN BISTRO TABLE","$248,00",29/01/2026,Bistros,SAN ANGELO
PLAIN BISTRO RECTANGLE,"$357,00",29/01/2026,Bistros,SAN ANGELO
PLAIN BISTRO RECTANGLE W/LACQUER,"$393,00",29/01/2026,Bistros,SAN ANGELO
TASCATE PLAIN BISTRO RECTANGLE TURQ. INLAY,"$495,00",29/01/2026,Bistros,SAN ANGELO
XX LAGER BISTRO TABLE,"$256,00",29/01/2026,Bistros,SAN ANGELO
"48"" CORONA BAR","$516,00",29/01/2026,Bars,SAN ANGELO
"72"" CORONA BAR","$601,00",29/01/2026,Bars,SAN ANGELO
"48"" HARLEY BAR","$609,00",29/01/2026,Bars,SAN ANGELO
"72"" HARLEY BAR","$696,00",29/01/2026,Bars,SAN ANGELO
"48"" MEXICAN BAR","$516,00",29/01/2026,Bars,SAN ANGELO
"72"" MEXICAN BAR","$601,00",29/01/2026,Bars,SAN ANGELO
"72"" TECATE BAR","$601,00",29/01/2026,Bars,SAN ANGELO
"72"" BUDWEISER BAR","$628,00",29/01/2026,Bars,SAN ANGELO
"48"" XX LAGER BAR","$609,00",29/01/2026,Bars,SAN ANGELO
"72"" XX LAGER BAR","$734,00",29/01/2026,Bars,SAN ANGELO
"48"" PLAIN BAR","$489,00",29/01/2026,Bars,SAN ANGELO
"72"" PLAIN BAR","$572,00",29/01/2026,Bars,SAN ANGELO
"60"" PLAIN BAR","$529,00",29/01/2026,Bars,SAN ANGELO
"60"" PLAIN BAR W/SLATTE","$598,00",29/01/2026,Bars,SAN ANGELO
"72"" PLAIN BAR W/SLATTE","$647,00",29/01/2026,Bars,SAN ANGELO
"72"" PLAIN BAR W/TILE","$619,00",29/01/2026,Bars,SAN ANGELO
"48"" PLAIN BAR W/SLATTE","$551,00",29/01/2026,Bars,SAN ANGELO
"48"" TECATE BAR","$516,00",29/01/2026,Bars,SAN ANGELO
7FT. SIERRA BAR,"$874,00",29/01/2026,Bars,SAN ANGELO
CURIO CORNER CAB.,"$152,00",29/01/2026,Varios,SAN ANGELO
MED.CORNER CAB.,"$279,00",29/01/2026,Varios,SAN ANGELO
TALL CORNER CAB.,"$442,00",29/01/2026,Varios,SAN ANGELO
12X12 MARIO'S TABLE,"$61,00",29/01/2026,Varios,SAN ANGELO
12X24 MARIO'S TABLE,"$76,00",29/01/2026,Varios,SAN ANGELO
12X36 MARIO'S TABLE,"$92,00",29/01/2026,Varios,SAN ANGELO
12X48 MARIO'S TABLE,"$110,00",29/01/2026,Varios,SAN ANGELO
16X16 MARIO'S TABLE,"$76,00",29/01/2026,Varios,SAN ANGELO
16X24 MARIO'S  TABLE,"$96,00",29/01/2026,Varios,SAN ANGELO
16X36 MARIO'S TABLE,"$106,00",29/01/2026,Varios,SAN ANGELO
